Date,AAPL Open,AAPL High,AAPL Low,AAPL Close,AAPL Adj Close,AAPL Volume,FB Open,FB High,FB Low,FB Close,FB Adj Close,FB Volume,KO Open,KO High,KO Low,KO Close,KO Adj Close,KO Volume,SPOT Open,SPOT High,SPOT Low,SPOT Close,SPOT Adj Close,SPOT Volume
09/07/20,96.262497,96.317497,94.672501,95.752502,95.111641,125642800,245,246.529999,239.240005,244.5,244.5,22174900,45.049999,45.049999,43.830002,43.91,42.541237,16087100,272.769989,279.76001,268.679993,274.790009,274.790009,2640400
10/07/20,95.334999,95.980003,94.705002,95.919998,95.278015,90257200,243.690002,245.490005,239.320007,245.070007,245.070007,22982700,43.880001,45.25,43.860001,45.150002,43.742584,15627800,275.450012,278.929993,273.519989,278.23999,278.23999,1772300
13/07/20,97.264999,99.955002,95.2575,95.477501,94.83847,191649200,247.009995,250.149994,238.419998,239,239,24674900,45.529999,45.68,44.959999,45.25,43.83947,16705300,281.399994,285.399994,258.01001,261.190002,261.190002,2834600
14/07/20,94.839996,97.254997,93.877502,97.057503,96.407898,170989200,236.759995,240.330002,232.029999,239.729996,239.729996,23378100,44.91,45.939999,44.669998,45.869999,44.44014,17080100,246.309998,262.899994,243.110001,262.799988,262.799988,3861300
15/07/20,98.989998,99.247498,96.489998,97.724998,97.07093,153198000,241.550003,244.820007,238.050003,240.279999,240.279999,19133600,46.299999,47.189999,46.200001,46.400002,44.953621,23738000,265,265.720001,254,258.5,258.5,1779400
16/07/20,96.5625,97.404999,95.904999,96.522499,95.876472,110577600,238,241.759995,236.330002,240.929993,240.929993,18880700,46.259998,46.689999,45.939999,46.150002,44.711411,13306100,259.269989,272.350006,258.269989,268.679993,268.679993,2794400
17/07/20,96.987503,97.147499,95.839996,96.327499,95.682777,92186800,241,244.160004,237.860001,242.029999,242.029999,18152400,46.470001,46.91,46.130001,46.82,45.360523,13899800,267.079987,269.040009,261.720001,263.230011,263.230011,1658000
20/07/20,96.417503,98.5,96.0625,98.357498,97.699188,90318000,240.059998,246.050003,235.639999,245.419998,245.419998,20872200,46.720001,46.830002,45.849998,46.119999,44.682346,16633200,265.529999,292.76001,265.200012,291.190002,291.190002,4110500
21/07/20,99.172501,99.25,96.7425,97,96.350784,103433200,246.220001,246.910004,240.080002,241.75,241.75,19364200,47.52,47.990002,46.93,47.200001,45.72868,25681500,288.410004,289.813995,276.309998,276.380005,276.380005,2548200
22/07/20,96.692497,97.974998,96.602501,97.272499,96.621452,89001600,240.259995,241.899994,238.119995,239.869995,239.869995,15427900,47.93,48.52,47.029999,48.48,46.968781,29831200,290.670013,299.670013,286.929993,289.619995,289.619995,5062900
23/07/20,96.997498,97.077499,92.010002,92.845001,92.223587,197004400,239.630005,242.419998,231.75,232.600006,232.600006,21771800,48.470001,48.57,48.029999,48.279999,46.775013,15935000,287.549988,288.98999,266.959991,267.540009,267.540009,2812900
24/07/20,90.987503,92.970001,89.144997,92.614998,91.995125,185438800,230.190002,233.490005,226.899994,230.710007,230.710007,18325800,48.400002,48.799999,48.07,48.490002,46.978466,16196800,266.170013,270.815002,257.029999,268.73999,268.73999,2406600
27/07/20,93.709999,94.904999,93.480003,94.809998,94.17543,121214000,231.460007,234.949997,230.830002,233.5,233.5,13163100,48.18,48.509998,48.18,48.48,46.968781,17346500,275.75,275.75,269.200012,272.5,272.5,1562100
28/07/20,94.3675,94.550003,93.247498,93.252502,92.628365,103625600,234.630005,234.960007,229.830002,230.119995,230.119995,14170100,48.34,49.279999,48.099998,48.18,46.678131,13872700,270,275.850006,266.859985,267.119995,267.119995,1860900
